NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
40031001;BEGAAR;43.833167;-0.836000;19;202501;126.2;1;31;;34.6;1;10;17;8;3;1;0;0;;;0;;;;12.7;1;31;;19.9;1;24;4.5;1;18;0;0;0;0;31;31;0;2.0;1;31;;-6.1;1;14;8.9;1;4;3;0;31;31;31;0;0;12;10.7;1;19.9;1;24;31;7.3;1;31;6.6;1;31;0;0.2;1;18;13.4;1;4;;;;0;;;;0;;;0;;;;28.6;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202502;42.0;1;28;;8.0;1;9;7;3;0;0;0;0;;;0;;;;16.1;1;28;;22.2;1;20;8.6;1;7;0;0;0;0;26;28;0;2.9;1;28;;-2.0;1;2;8.4;1;14;0;0;28;28;28;0;0;9;13.2;1;19.7;1;20;28;9.5;1;28;8.3;1;28;0;4.2;1;7;13.7;1;14;;;;0;;;;0;;;0;;;;34.2;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202503;50.4;1;31;;9.8;1;12;10;4;0;0;0;0;;;0;;;;17.5;1;31;;22.6;1;31;12.2;1;15;0;0;0;0;23;31;0;3.7;1;31;;-4.0;1;2;11.1;1;8;0;0;29;31;31;0;0;8;13.8;1;21.6;1;31;31;10.6;1;31;9.7;1;31;0;4.6;1;15;15.9;1;21;;;;0;;;;0;;;0;;;;64.2;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202504;98.6;1;30;;15.3;1;14;16;8;3;0;0;0;;;0;;;;20.9;1;30;;27.9;1;8;12.1;1;20;0;8;0;0;15;26;0;7.7;1;30;;1.1;1;10;13.3;1;12;0;0;20;30;30;0;0;0;13.2;1;25.1;1;10;30;14.3;1;30;13.7;1;30;0;9.1;1;23;18.6;1;30;;;;0;;;;0;;;0;;;;88.4;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202505;83.3;1;31;;20.3;1;3;14;5;1;0;0;0;;;0;;;;24.0;1;31;;37.0;1;30;18.3;1;5;0;11;2;1;3;25;1;10.3;1;31;;3.5;1;8;16.8;1;31;0;0;14;30;31;0;0;0;13.7;1;24.0;1;30;31;17.2;1;31;16.6;1;31;0;12.3;1;7;25.0;1;30;;;;0;;;;0;;;0;;;;120.4;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202506;59.6;1;30;;23.6;1;11;7;5;1;0;0;0;;;0;;;;30.1;1;30;;38.3;1;30;19.0;1;2;0;24;16;8;1;10;13;15.7;1;30;;9.7;1;9;19.4;1;22;0;0;1;10;30;0;0;0;14.4;1;24.1;1;19;30;22.9;1;30;22.3;1;30;9;17.4;1;2;28.1;1;30;;;;0;;;;0;;;0;;;;143.0;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202507;26.0;1;31;;7.2;1;23;7;2;0;0;0;0;;;0;;;;28.9;1;31;;38.4;1;1;23.3;1;27;0;26;10;4;0;10;7;15.4;1;31;;9.3;1;9;21.3;1;2;0;0;4;12;28;3;0;0;13.5;1;26.7;1;11;31;22.2;1;31;21.5;1;31;6;18.4;1;23;29.5;1;1;;;;0;;;;0;;;0;;;;142.3;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202508;75.8;1;31;;36.5;1;20;7;3;2;1;0;0;;;0;;;;30.8;1;31;;40.8;1;12;22.4;1;19;0;26;17;9;0;11;14;15.8;1;31;;9.7;1;3;21.9;1;17;0;0;1;12;28;3;0;0;15.1;1;24.9;1;4;31;23.3;1;31;22.1;1;31;10;18.0;1;29;30.7;1;12;;;;0;;;;0;;;0;;;;128.9;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202509;59.6;1;30;;18.9;1;20;8;4;3;0;0;0;;;0;;;;25.1;1;30;;35.5;1;19;15.0;1;22;0;12;7;2;5;22;5;12.2;1;30;;5.4;1;26;20.2;1;20;0;0;8;24;29;1;0;0;12.9;1;23.3;1;6;30;18.7;1;30;17.6;1;30;1;12.1;1;23;26.7;1;20;;;;0;;;;0;;;0;;;;83.5;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
40031001;BEGAAR;43.833167;-0.836000;19;202510;72.2;1;31;;15.0;1;21;11;6;2;0;0;0;;;0;;;;22.7;1;31;;27.6;1;7;16.5;1;26;0;8;0;0;6;27;0;8.2;1;31;;3.4;1;6;15.6;1;22;0;0;23;30;31;0;0;0;14.5;1;23.2;1;18;31;15.5;1;31;14.2;1;31;0;11.9;1;26;19.5;1;22;;;;0;;;;0;;;0;;;;56.6;1;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
